 27-04-2024 21:53:57, GPU temperature     ,GPU usage (%)          ,Memory usage  (%)    ,Power percent  (%)   ,Power (W)     ,Fan speed (%)       ,Fan tachometer(RPM)   ,CPU temperature  (C )   ,CPU usage (%)        ,CPU power (W)         ,Framerate (FPS)         ,TOutside ( C),Texhaust ( C),Tinternal ( C)
 27-04-2024 22:10:39,58,98,5646.332,65,105.52,58,1441,100,92.954,16.84,41.7,20.8,23.6,24.4
 27-04-2024 22:10:40,58,98,5617.145,67,101.509,58,1441,100,91.18,16.546,51.9,20.8,23.6,24.4
 27-04-2024 22:10:41,58,92,5608.082,66,98.857,58,1440,100,100,16.647,55.9,20.8,23.6,24.4
 27-04-2024 22:10:42,59,97,5608.098,75,107.057,58,1440,100,100,16.596,60,20.8,23.6,24.4
 27-04-2024 22:10:43,59,98,5608.098,75,91.652,58,1443,100,100,16.83,55.9,20.8,23.6,24.4
 27-04-2024 22:10:44,59,94,5608.098,65,108.535,58,1451,100,99.987,16.046,59,20.8,23.6,24.4
 27-04-2024 22:10:45,59,95,5608.098,73,105.279,58,1446,100,66.608,16.97,60,20.8,23.6,24.4
 27-04-2024 22:10:46,59,90,5608.098,69,73.369,58,1441,100,61.293,16.474,59.9,20.8,23.6,24.4
 27-04-2024 22:10:47,59,97,5608.098,72,105.157,58,1450,100,58.531,16.896,60,20.8,23.6,24.4
 27-04-2024 22:10:48,59,98,5612.531,68,102.335,58,1443,100,85.167,17.729,54.9,20.8,23.6,24.4
 27-04-2024 22:10:49,59,95,5610.156,65,91.897,58,1450,100,100,16.733,51.9,20.8,23.6,24.4
 27-04-2024 22:10:50,56,48,5670.031,26,35.87,58,1446,100,100,16.785,58.9,20.8,23.6,24.4
 27-04-2024 22:10:51,59,100,5670.031,74,108.469,58,1443,100,100,16.755,43.2,20.8,23.6,24.4
 27-04-2024 22:10:52,59,100,5670.125,76,111.868,58,1452,100,99.98,16.696,51.9,20.8,23.6,24.4
 27-04-2024 22:10:53,59,100,5689.375,75,112.509,58,1446,100,99.994,16.723,48.2,20.8,23.6,24.4
 27-04-2024 22:10:54,60,100,5670.125,77,115.362,58,1442,100,99.945,16.432,46.2,20.8,23.6,24.4
 27-04-2024 22:10:55,60,100,5670.125,79,108.733,58,1445,100,99.961,16.261,47.2,20.8,23.6,24.4
 27-04-2024 22:10:56,60,100,5670.125,77,109.647,58,1439,100,99.998,16.172,47.9,20.8,23.6,24.4
 27-04-2024 22:10:57,60,100,5678.953,76,105.448,58,1441,100,100,15.797,47.9,20.8,23.6,24.4
 27-04-2024 22:10:58,60,100,5678.953,73,109.657,58,1439,100,100,16.49,49.9,20.8,23.6,24.4
 27-04-2024 22:10:59,60,100,5678.953,73,111.415,59,1447,100,100,16.182,51.1,20.8,23.6,24.4
 27-04-2024 22:11:00,60,100,5679.328,76,112.636,59,1453,100,100,15.749,47.2,20.8,23.8,24.7
 27-04-2024 22:11:01,60,100,5679.328,78,109.695,59,1452,100,100,16.053,43.2,20.8,23.8,24.7
 27-04-2024 22:11:02,60,100,5679.328,75,109.333,59,1454,100,100,16.968,47.4,20.8,23.8,24.7
 27-04-2024 22:11:03,60,100,5679.328,73,102.725,59,1458,100,100,17.455,49.1,20.8,23.8,24.7
 27-04-2024 22:11:04,60,100,5679.328,72,106.217,59,1461,100,100,17.113,49.9,20.8,23.8,24.7
 27-04-2024 22:11:05,60,100,5679.328,72,109.376,59,1473,100,100,17.38,49.5,20.8,23.8,24.7
 27-04-2024 22:11:06,59,83,5664.859,66,100.313,59,1470,100,100,17.238,55.9,20.8,23.8,24.7
 27-04-2024 22:11:07,58,93,5668.297,49,85.723,59,1472,100,100,16.313,57.6,20.8,23.8,24.7
 27-04-2024 22:11:08,58,88,5661.129,65,99.926,59,1470,100,100,16.026,54.1,20.8,23.8,24.7
 27-04-2024 22:11:09,58,90,5661.129,65,101.108,57,1462,100,100,16.361,60,20.8,23.8,24.7
 27-04-2024 22:11:10,58,88,5661.129,66,99.663,57,1456,100,100,16.806,59.9,20.8,23.8,24.7
 27-04-2024 22:11:11,58,87,5661.129,64,99.792,57,1442,100,90.041,16.388,60,20.8,23.8,24.7
 27-04-2024 22:11:12,58,87,5661.129,64,101.418,57,1439,100,86.258,16.952,59.9,20.8,23.8,24.7
 27-04-2024 22:11:13,58,88,5661.129,62,103.142,57,1434,100,96.321,17.36,59.9,20.8,23.8,24.7
 27-04-2024 22:11:14,58,85,5654.621,63,96.519,57,1430,100,99.64,17.538,60,20.8,23.8,24.7
 27-04-2024 22:11:15,58,74,5651.559,59,98.278,57,1430,100,100,16.376,57.9,20.8,23.8,24.7
 27-04-2024 22:11:16,57,81,5651.559,61,98.948,57,1423,100,100,15.823,59,20.8,23.8,24.7
 27-04-2024 22:11:17,58,81,5651.559,61,96.208,57,1421,100,100,16.484,60,20.8,23.8,24.7
 27-04-2024 22:11:18,58,80,5651.559,59,96.975,57,1415,100,89.796,17.192,60,20.8,23.8,24.7
 27-04-2024 22:11:19,57,79,5651.559,57,95.912,57,1413,100,72.289,17.012,59.9,20.8,23.8,24.7
 27-04-2024 22:11:20,57,80,5651.559,57,94.77,57,1416,100,81.175,17.245,59.9,20.8,23.8,24.7
 27-04-2024 22:11:21,57,82,5664.387,63,104.709,57,1420,100,79.41,16.269,58.7,20.8,23.8,24.7
 27-04-2024 22:11:22,59,86,5660.035,67,104.727,57,1424,100,97.602,17.05,55.1,20.8,23.8,24.7
 27-04-2024 22:11:23,58,94,5660.035,56,103.321,57,1421,100,76.03,15.565,60,20.8,23.8,24.7
 27-04-2024 22:11:24,58,86,5660.035,64,97.302,57,1412,100,66.849,16.011,60,20.8,23.8,24.7
 27-04-2024 22:11:25,58,91,5662.41,57,88.885,57,1416,100,98.074,16.906,56.9,20.8,23.8,24.7
 27-04-2024 22:11:26,57,79,5679.285,55,92.931,57,1421,100,100,16.437,41.5,20.8,23.8,24.7
 27-04-2024 22:11:27,56,74,5690.266,34,60.462,57,1420,100,100,16.429,33.7,20.8,23.8,24.7
 27-04-2024 22:11:28,56,76,5700.25,52,94.081,57,1423,100,99.999,16.725,34.8,20.8,23.8,24.7
 27-04-2024 22:11:29,55,69,5707.129,42,87.837,55,1421,100,93.971,16.185,40.8,20.8,23.8,24.7
 27-04-2024 22:11:30,55,73,5693.285,45,72.126,55,1414,100,95.225,17.006,33.9,20.8,23.8,24.7
 27-04-2024 22:11:31,56,77,5692.598,54,89.48,55,1402,100,91.691,17.56,42.6,20.8,23.8,24.7
 27-04-2024 22:11:32,58,92,5672.785,65,103.86,55,1400,100,82.48,17.182,59.1,20.8,23.8,24.7
 27-04-2024 22:11:33,57,88,5673.66,62,103.055,55,1384,100,74.122,17.205,59.9,20.8,23.8,24.7
 27-04-2024 22:11:34,56,82,5692.035,55,96.918,57,1390,100,92.084,17.628,45.5,20.8,23.8,24.7
 27-04-2024 22:11:35,56,77,5692.035,52,74.727,57,1394,100,92.271,17.419,42.5,20.8,23.8,24.7
 27-04-2024 22:11:36,56,78,5692.035,49,64.993,57,1394,100,91.741,16.849,43.9,20.8,23.8,24.7
 27-04-2024 22:11:37,56,77,5692.035,49,88.648,57,1403,100,91.542,16.884,43.7,20.8,23.8,24.7
 27-04-2024 22:11:38,56,76,5691.535,54,73.773,57,1407,100,91.34,16.518,43.2,20.8,23.8,24.7
 27-04-2024 22:11:39,55,70,5696.035,50,81.482,55,1405,100,91.672,16.789,37.9,20.8,23.8,24.7
 27-04-2024 22:11:40,53,51,5753.293,49,95.984,55,1405,100,98.319,16.615,27.9,20.8,23.8,24.7
 27-04-2024 22:11:41,53,49,5710.926,34,59.919,55,1402,100,97.256,16.622,30.6,20.8,23.8,24.7
 27-04-2024 22:11:42,54,50,5748.832,37,84.376,55,1387,100,98.12,16.559,28.9,20.8,23.8,24.7
 27-04-2024 22:11:43,53,50,5747.09,36,54.258,55,1384,100,98.169,16.914,30.8,20.8,23.8,24.7
 27-04-2024 22:11:44,53,50,5745.203,31,53.706,52,1369,100,98.881,16.555,31.5,20.8,23.8,24.7
 27-04-2024 22:11:45,53,54,5822.828,36,90.306,52,1357,100,99.025,16.412,31.2,20.8,23.8,24.7
 27-04-2024 22:11:46,54,59,5815.016,40,68.395,52,1344,100,99.268,16.611,32.9,20.8,23.8,24.7
 27-04-2024 22:11:47,56,79,5819.578,54,97.057,52,1330,100,95.137,17.242,40.6,20.8,23.8,24.7
 27-04-2024 22:11:48,55,73,5823.578,57,102.142,52,1321,100,94.575,16.688,45.6,20.8,23.8,24.7
 27-04-2024 22:11:49,55,72,5833.891,51,91.692,54,1316,100,95.301,17.001,42.1,20.8,23.8,24.7
 27-04-2024 22:11:50,55,70,5837.098,49,94.131,54,1314,100,95.682,16.902,36.1,20.8,23.8,24.7
 27-04-2024 22:11:51,57,100,5821.098,72,104.744,54,1327,100,96.105,16.085,32.3,20.8,23.8,24.7
 27-04-2024 22:11:52,57,98,5833.324,72,100.196,54,1325,100,98.871,16.407,37.3,20.8,23.8,24.7
 27-04-2024 22:11:53,55,38,5841.168,67,103.421,54,1328,100,99.417,17.343,24.2,20.8,23.8,24.7
 27-04-2024 22:11:54,56,87,5837.168,61,94.808,54,1327,100,100,16.753,34.6,20.8,23.8,24.7
 27-04-2024 22:11:55,54,84,5837.793,53,103.002,54,1336,100,100,16.41,33.7,20.8,23.8,24.7
 27-04-2024 22:11:56,57,95,5821.402,68,108.212,54,1348,100,100,16.085,42.6,20.8,23.8,24.7
 27-04-2024 22:11:57,57,97,5825.121,65,97.813,54,1351,100,100,16.246,41.3,20.8,23.8,24.7
 27-04-2024 22:11:58,58,100,5821.215,71,106.34,54,1353,100,100,16.766,42.3,20.8,23.8,24.7
 27-04-2024 22:11:59,58,100,5830.402,70,104.761,57,1351,100,100,16.729,43.2,20.8,23.8,24.7
