 24-04-2024 21:20:00, GPU temperature     ,GPU temperature 2   ,GPU usage           ,Power               ,Fan speed           ,Fan tachometer      ,CPU temperature     ,CPU usage           ,CPU power           ,Framerate           ,T outside (C ),T Exhaust (C ),T Internal (C )
 24-04-2024 21:22:42,48,53,66,78,49,2351,63,27.998,38.109,59.9,22.6,29.7,26.5
 24-04-2024 21:22:43,47,53,76,64,49,2347,63,29.068,39.912,58.9,22.6,29.7,26.5
 24-04-2024 21:22:44,48,52,87,82,49,2344,63,30.93,44.872,59.9,22.6,29.7,26.5
 24-04-2024 21:22:45,47,53,72,79,49,2348,65,30.985,40.505,59.9,22.6,29.7,26.5
 24-04-2024 21:22:46,49,57,57,110,48,2330,63,33.067,51.444,59.9,22.6,29.7,26.5
 24-04-2024 21:22:47,49,61,77,134,48,2311,70,33.138,53.051,59.9,22.6,29.7,26.5
 24-04-2024 21:22:48,49,57,96,108,48,2311,65,35.528,53.601,59.9,22.6,29.7,26.5
 24-04-2024 21:22:49,49,60,91,126,48,2310,69,33.815,50.374,59.9,22.6,29.7,26.5
 24-04-2024 21:22:50,48,54,91,90,48,2312,64,30.541,45.443,59.9,22.6,29.7,26.5
 24-04-2024 21:22:51,48,57,76,101,49,2330,66,31.197,42.06,59.9,22.6,29.7,26.5
 24-04-2024 21:22:52,49,61,54,124,49,2336,68,30.773,43.308,59.9,22.6,29.7,26.5
 24-04-2024 21:22:53,49,63,65,133,49,2339,68,31.048,44.386,59.9,22.6,29.7,26.5
 24-04-2024 21:22:54,49,58,85,111,49,2339,63,30.479,41.935,59.9,22.6,29.7,26.5
 24-04-2024 21:22:55,49,58,87,107,49,2339,67,32.798,43.168,59.9,22.6,29.7,26.5
 24-04-2024 21:22:56,48,57,73,105,49,2347,62,30.703,38.809,59.9,22.6,29.7,26.5
 24-04-2024 21:22:57,48,58,63,107,49,2343,61,26.549,36.332,59.9,22.6,29.7,26.5
 24-04-2024 21:22:58,49,61,70,123,49,2339,68,28.218,38.157,59.9,22.6,29.7,26.5
 24-04-2024 21:22:59,49,64,81,127,49,2343,63,30.164,45.576,59.9,22.6,29.7,26.5
 24-04-2024 21:23:00,49,59,83,116,49,2344,64,31.123,48.69,59.9,22.6,30.2,26.7
 24-04-2024 21:23:01,48,53,82,86,49,2342,65,31.313,47.489,59.9,22.6,30.2,26.7
